"BBRefId","BBRefName","BBRefUrl","BBRefClean"
"allento01","Tony Allen","https://www.basketball-reference.com/players/a/allento01.html","tony_allen"
"alvarjo01","Jose Alvarado","https://www.basketball-reference.com/players/a/alvarjo01.html","jose_alvarado"
"aminual01","Al-Farouq Aminu","https://www.basketball-reference.com/players/a/aminual01.html","al_farouq_aminu"
"amundlo01","Lou Amundson","https://www.basketball-reference.com/players/a/amundlo01.html","lou_amundson"
"anderal01","Alan Anderson","https://www.basketball-reference.com/players/a/anderal01.html","alan_anderson"
"anderch01","Chris Andersen","https://www.basketball-reference.com/players/a/anderch01.html","chris_andersen"
"anderja01","James Anderson","https://www.basketball-reference.com/players/a/anderja01.html","james_anderson"
"anderju01","Justin Anderson","https://www.basketball-reference.com/players/a/anderju01.html","justin_anderson"
"anderky01","Kyle Anderson","https://www.basketball-reference.com/players/a/anderky01.html","kyle_anderson"
"anderry01","Ryan Anderson","https://www.basketball-reference.com/players/a/anderry01.html","ryan_anderson"
"anigbik01","Ike Anigbogu","https://www.basketball-reference.com/players/a/anigbik01.html","ike_anigbogu"
"antetgi01","Giannis Antetokounmpo","https://www.basketball-reference.com/players/a/antetgi01.html","giannis_antetokounmpo"
"antetko01","Kostas Antetokounmpo","https://www.basketball-reference.com/players/a/antetko01.html","kostas_antetokounmpo"
"antetth01","Thanasis Antetokounmpo","https://www.basketball-reference.com/players/a/antetth01.html","thanasis_antetokounmpo"
"anthoca01","Carmelo Anthony","https://www.basketball-reference.com/players/a/anthoca01.html","carmelo_anthony"
"anthoco01","Cole Anthony","https://www.basketball-reference.com/players/a/anthoco01.html","cole_anthony"
"anthojo01","Joel Anthony","https://www.basketball-reference.com/players/a/anthojo01.html","joel_anthony"
"anticpe01","Pero Antić","https://www.basketball-reference.com/players/a/anticpe01.html","pero_antic"
"anunoog01","OG Anunoby","https://www.basketball-reference.com/players/a/anunoog01.html","og_anunoby"
"applike01","Keith Appling","https://www.basketball-reference.com/players/a/applike01.html","keith_appling"
"arcidry01","Ryan Arcidiacono","https://www.basketball-reference.com/players/a/arcidry01.html","ryan_arcidiacono"
"arizatr01","Trevor Ariza","https://www.basketball-reference.com/players/a/arizatr01.html","trevor_ariza"
"armsthi01","Hilton Armstrong","https://www.basketball-reference.com/players/a/armsthi01.html","hilton_armstrong"
"artesro01","Metta World Peace","https://www.basketball-reference.com/players/a/artesro01.html","metta_world_peace"
"arthuda01","Darrell Arthur","https://www.basketball-reference.com/players/a/arthuda01.html","darrell_arthur"
"artisja01","Jamel Artis","https://www.basketball-reference.com/players/a/artisja01.html","jamel_artis"
"asikom01","Ömer Aşık","https://www.basketball-reference.com/players/a/asikom01.html","omer_asik"
"augusdj01","D.J. Augustin","https://www.basketball-reference.com/players/a/augusdj01.html","dj_augustin"
"avdijde01","Deni Avdija","https://www.basketball-reference.com/players/a/avdijde01.html","deni_avdija"
"ayayijo01","Joel Ayayi","https://www.basketball-reference.com/players/a/ayayijo01.html","joel_ayayi"
"ayongu01","Gustavo Ayón","https://www.basketball-reference.com/players/a/ayongu01.html","gustavo_ayon"
"aytonde01","Deandre Ayton","https://www.basketball-reference.com/players/a/aytonde01.html","deandre_ayton"
"azubuud01","Udoka Azubuike","https://www.basketball-reference.com/players/a/azubuud01.html","udoka_azubuike"
"babbch01","Chris Babb","https://www.basketball-reference.com/players/b/babbch01.html","chris_babb"
"babbilu01","Luke Babbitt","https://www.basketball-reference.com/players/b/babbilu01.html","luke_babbitt"
"bacondw01","Dwayne Bacon","https://www.basketball-reference.com/players/b/bacondw01.html","dwayne_bacon"
"baglema01","Marvin Bagley III","https://www.basketball-reference.com/players/b/baglema01.html","marvin_bagley_iii"
"bairsca01","Cameron Bairstow","https://www.basketball-reference.com/players/b/bairsca01.html","cameron_bairstow"
"bakerro01","Ron Baker","https://www.basketball-reference.com/players/b/bakerro01.html","ron_baker"
"baldwpa01","Patrick Baldwin Jr.","https://www.basketball-reference.com/players/b/baldwpa01.html","patrick_baldwin_jr"
"baldwwa01","Wade Baldwin","https://www.basketball-reference.com/players/b/baldwwa01.html","wade_baldwin"
"ballla01","LaMelo Ball","https://www.basketball-reference.com/players/b/ballla01.html","lamelo_ball"
"balllo01","Lonzo Ball","https://www.basketball-reference.com/players/b/balllo01.html","lonzo_ball"
"bambamo01","Mo Bamba","https://www.basketball-reference.com/players/b/bambamo01.html","mo_bamba"
"banchpa01","Paolo Banchero","https://www.basketball-reference.com/players/b/banchpa01.html","paolo_banchero"
"banede01","Desmond Bane","https://www.basketball-reference.com/players/b/banede01.html","desmond_bane"
"bantoda01","Dalano Banton","https://www.basketball-reference.com/players/b/bantoda01.html","dalano_banton"
"barbeca01","Cat Barber","https://www.basketball-reference.com/players/b/barbeca01.html","cat_barber"
"barbole01","Leandro Barbosa","https://www.basketball-reference.com/players/b/barbole01.html","leandro_barbosa"
"bareajo01","J.J. Barea","https://www.basketball-reference.com/players/b/bareajo01.html","jj_barea"
"bargnan01","Andrea Bargnani","https://www.basketball-reference.com/players/b/bargnan01.html","andrea_bargnani"
"barlodo01","Dominick Barlow","https://www.basketball-reference.com/players/b/barlodo01.html","dominick_barlow"
"barneha02","Harrison Barnes","https://www.basketball-reference.com/players/b/barneha02.html","harrison_barnes"
"barnema02","Matt Barnes","https://www.basketball-reference.com/players/b/barnema02.html","matt_barnes"
"barnesc01","Scottie Barnes","https://www.basketball-reference.com/players/b/barnesc01.html","scottie_barnes"
"barrerj01","RJ Barrett","https://www.basketball-reference.com/players/b/barrerj01.html","rj_barrett"
"barroea01","Earl Barron","https://www.basketball-reference.com/players/b/barroea01.html","earl_barron"
"bartowi01","Will Barton","https://www.basketball-reference.com/players/b/bartowi01.html","will_barton"
"bassbr01","Brandon Bass","https://www.basketball-reference.com/players/b/bassbr01.html","brandon_bass"
"bassech01","Charles Bassey","https://www.basketball-reference.com/players/b/bassech01.html","charles_bassey"
"basspa01","Paris Bass","https://www.basketball-reference.com/players/b/basspa01.html","paris_bass"
"bateske01","Keita Bates-Diop","https://www.basketball-reference.com/players/b/bateske01.html","keita_bates_diop"
"battish01","Shane Battier","https://www.basketball-reference.com/players/b/battish01.html","shane_battier"
"batumni01","Nicolas Batum","https://www.basketball-reference.com/players/b/batumni01.html","nicolas_batum"
"bayleje01","Jerryd Bayless","https://www.basketball-reference.com/players/b/bayleje01.html","jerryd_bayless"
"baynear01","Aron Baynes","https://www.basketball-reference.com/players/b/baynear01.html","aron_baynes"
"bazemke01","Kent Bazemore","https://www.basketball-reference.com/players/b/bazemke01.html","kent_bazemore"
"bazleda01","Darius Bazley","https://www.basketball-reference.com/players/b/bazleda01.html","darius_bazley"
"bealbr01","Bradley Beal","https://www.basketball-reference.com/players/b/bealbr01.html","bradley_beal"
"beaslma01","Malik Beasley","https://www.basketball-reference.com/players/b/beaslma01.html","malik_beasley"
"beaslmi01","Michael Beasley","https://www.basketball-reference.com/players/b/beaslmi01.html","michael_beasley"
"beaubro01","Rodrigue Beaubois","https://www.basketball-reference.com/players/b/beaubro01.html","rodrigue_beaubois"
"beaucma01","MarJon Beauchamp","https://www.basketball-reference.com/players/b/beaucma01.html","marjon_beauchamp"
"belinma01","Marco Belinelli","https://www.basketball-reference.com/players/b/belinma01.html","marco_belinelli"
"belljo01","Jordan Bell","https://www.basketball-reference.com/players/b/belljo01.html","jordan_bell"
"bembrde01","DeAndre' Bembry","https://www.basketball-reference.com/players/b/bembrde01.html","deandre_bembry"
"bendedr01","Dragan Bender","https://www.basketball-reference.com/players/b/bendedr01.html","dragan_bender"
"benimje01","Jerrelle Benimon","https://www.basketball-reference.com/players/b/benimje01.html","jerrelle_benimon"
"bennean01","Anthony Bennett","https://www.basketball-reference.com/players/b/bennean01.html","anthony_bennett"
"bentibe01","Ben Bentil","https://www.basketball-reference.com/players/b/bentibe01.html","ben_bentil"
"bertada01","Dāvis Bertāns","https://www.basketball-reference.com/players/b/bertada01.html","davis_bertans"
"bertada02","Dairis Bertāns","https://www.basketball-reference.com/players/b/bertada02.html","dairis_bertans"
"beverpa01","Patrick Beverley","https://www.basketball-reference.com/players/b/beverpa01.html","patrick_beverley"
"beysa01","Saddiq Bey","https://www.basketball-reference.com/players/b/beysa01.html","saddiq_bey"
"beyty01","Tyler Bey","https://www.basketball-reference.com/players/b/beyty01.html","tyler_bey"
"bhullsi01","Sim Bhullar","https://www.basketball-reference.com/players/b/bhullsi01.html","sim_bhullar"
"biedran01","Andris Biedriņš","https://www.basketball-reference.com/players/b/biedran01.html","andris_biedrins"
"billuch01","Chauncey Billups","https://www.basketball-reference.com/players/b/billuch01.html","chauncey_billups"
"birchkh01","Khem Birch","https://www.basketball-reference.com/players/b/birchkh01.html","khem_birch"
"birdja01","Jabari Bird","https://www.basketball-reference.com/players/b/birdja01.html","jabari_bird"
"bitadgo01","Goga Bitadze","https://www.basketball-reference.com/players/b/bitadgo01.html","goga_bitadze"
"biyombi01","Bismack Biyombo","https://www.basketball-reference.com/players/b/biyombi01.html","bismack_biyombo"
"bjeline01","Nemanja Bjelica","https://www.basketball-reference.com/players/b/bjeline01.html","nemanja_bjelica"
"blackta01","Tarik Black","https://www.basketball-reference.com/players/b/blackta01.html","tarik_black"
"blairde01","DeJuan Blair","https://www.basketball-reference.com/players/b/blairde01.html","dejuan_blair"
"blakean01","Antonio Blakeney","https://www.basketball-reference.com/players/b/blakean01.html","antonio_blakeney"
"blakest01","Steve Blake","https://www.basketball-reference.com/players/b/blakest01.html","steve_blake"
"blatcan01","Andray Blatche","https://www.basketball-reference.com/players/b/blatcan01.html","andray_blatche"
"bledser01","Eric Bledsoe","https://www.basketball-reference.com/players/b/bledser01.html","eric_bledsoe"
"blevike01","Keljin Blevins","https://www.basketball-reference.com/players/b/blevike01.html","keljin_blevins"
"blossja01","Jaron Blossomgame","https://www.basketball-reference.com/players/b/blossja01.html","jaron_blossomgame"
"blueva01","Vander Blue","https://www.basketball-reference.com/players/b/blueva01.html","vander_blue"
"boehebu01","Buddy Boeheim","https://www.basketball-reference.com/players/b/boehebu01.html","buddy_boeheim"
"boganke01","Keith Bogans","https://www.basketball-reference.com/players/b/boganke01.html","keith_bogans"
"bogdabo01","Bogdan Bogdanović","https://www.basketball-reference.com/players/b/bogdabo01.html","bogdan_bogdanovic"
"bogdabo02","Bojan Bogdanović","https://www.basketball-reference.com/players/b/bogdabo02.html","bojan_bogdanovic"
"bogutan01","Andrew Bogut","https://www.basketball-reference.com/players/b/bogutan01.html","andrew_bogut"
"bolbo01","Bol Bol","https://www.basketball-reference.com/players/b/bolbo01.html","bol_bol"
"boldejo01","Jonah Bolden","https://www.basketball-reference.com/players/b/boldejo01.html","jonah_bolden"
"boldema01","Marques Bolden","https://www.basketball-reference.com/players/b/boldema01.html","marques_bolden"
"bolmale01","Leandro Bolmaro","https://www.basketball-reference.com/players/b/bolmale01.html","leandro_bolmaro"
"bolomjo01","Joel Bolomboy","https://www.basketball-reference.com/players/b/bolomjo01.html","joel_bolomboy"
"bonejo01","Jordan Bone","https://www.basketball-reference.com/players/b/bonejo01.html","jordan_bone"
"bongais01","Isaac Bonga","https://www.basketball-reference.com/players/b/bongais01.html","isaac_bonga"
"bonnema01","Matt Bonner","https://www.basketball-reference.com/players/b/bonnema01.html","matt_bonner"
"bookede01","Devin Booker","https://www.basketball-reference.com/players/b/bookede01.html","devin_booker"
"booketr01","Trevor Booker","https://www.basketball-reference.com/players/b/booketr01.html","trevor_booker"
"boozeca01","Carlos Boozer","https://www.basketball-reference.com/players/b/boozeca01.html","carlos_boozer"
"boshch01","Chris Bosh","https://www.basketball-reference.com/players/b/boshch01.html","chris_bosh"
"bostobr01","Brandon Boston Jr.","https://www.basketball-reference.com/players/b/bostobr01.html","brandon_boston_jr"
"bouchch01","Chris Boucher","https://www.basketball-reference.com/players/b/bouchch01.html","chris_boucher"
"bouknja01","James Bouknight","https://www.basketball-reference.com/players/b/bouknja01.html","james_bouknight"
"bouyeja01","Jamaree Bouyea","https://www.basketball-reference.com/players/b/bouyeja01.html","jamaree_bouyea"
"bowenbr02","Brian Bowen","https://www.basketball-reference.com/players/b/bowenbr02.html","brian_bowen"
"bowmaky01","Ky Bowman","https://www.basketball-reference.com/players/b/bowmaky01.html","ky_bowman"
"bradlav01","Avery Bradley","https://www.basketball-reference.com/players/b/bradlav01.html","avery_bradley"
"bradlto01","Tony Bradley","https://www.basketball-reference.com/players/b/bradlto01.html","tony_bradley"
"brandel01","Elton Brand","https://www.basketball-reference.com/players/b/brandel01.html","elton_brand"
"branhma01","Malaki Branham","https://www.basketball-reference.com/players/b/branhma01.html","malaki_branham"
"brantja01","Jarrell Brantley","https://www.basketball-reference.com/players/b/brantja01.html","jarrell_brantley"
"braunch01","Christian Braun","https://www.basketball-reference.com/players/b/braunch01.html","christian_braun"
"brazdig01","Ignas Brazdeikis","https://www.basketball-reference.com/players/b/brazdig01.html","ignas_brazdeikis"
"breweco01","Corey Brewer","https://www.basketball-reference.com/players/b/breweco01.html","corey_brewer"
"brewero02","Ronnie Brewer","https://www.basketball-reference.com/players/b/brewero02.html","ronnie_brewer"
"bridgmi01","Mikal Bridges","https://www.basketball-reference.com/players/b/bridgmi01.html","mikal_bridges"
"bridgmi02","Miles Bridges","https://www.basketball-reference.com/players/b/bridgmi02.html","miles_bridges"
"brimaam01","Amida Brimah","https://www.basketball-reference.com/players/b/brimaam01.html","amida_brimah"
"briscis01","Isaiah Briscoe","https://www.basketball-reference.com/players/b/briscis01.html","isaiah_briscoe"
"brissos01","Oshae Brissett","https://www.basketball-reference.com/players/b/brissos01.html","oshae_brissett"
"broekry01","Ryan Broekhoff","https://www.basketball-reference.com/players/b/broekry01.html","ryan_broekhoff"
"brogdma01","Malcolm Brogdon","https://www.basketball-reference.com/players/b/brogdma01.html","malcolm_brogdon"
"brookaa01","Aaron Brooks","https://www.basketball-reference.com/players/b/brookaa01.html","aaron_brooks"
"brookar01","Armoni Brooks","https://www.basketball-reference.com/players/b/brookar01.html","armoni_brooks"
"brookdi01","Dillon Brooks","https://www.basketball-reference.com/players/b/brookdi01.html","dillon_brooks"
"brookma01","MarShon Brooks","https://www.basketball-reference.com/players/b/brookma01.html","marshon_brooks"
"brownan02","Anthony Brown","https://www.basketball-reference.com/players/b/brownan02.html","anthony_brown"
"brownbo02","Bobby Brown","https://www.basketball-reference.com/players/b/brownbo02.html","bobby_brown"
"brownbr01","Bruce Brown","https://www.basketball-reference.com/players/b/brownbr01.html","bruce_brown"
"brownch02","Charlie Brown Jr.","https://www.basketball-reference.com/players/b/brownch02.html","charlie_brown_jr"
"brownch05","Chaundee Brown Jr.","https://www.basketball-reference.com/players/b/brownch05.html","chaundee_brown_jr"
"browngr01","Greg Brown III","https://www.basketball-reference.com/players/b/browngr01.html","greg_brown_iii"
"brownja01","Jabari Brown","https://www.basketball-reference.com/players/b/brownja01.html","jabari_brown"
"brownja02","Jaylen Brown","https://www.basketball-reference.com/players/b/brownja02.html","jaylen_brown"
"brownke03","Kendall Brown","https://www.basketball-reference.com/players/b/brownke03.html","kendall_brown"
"brownkw01","Kwame Brown","https://www.basketball-reference.com/players/b/brownkw01.html","kwame_brown"
"brownlo01","Lorenzo Brown","https://www.basketball-reference.com/players/b/brownlo01.html","lorenzo_brown"
"brownma02","Markel Brown","https://www.basketball-reference.com/players/b/brownma02.html","markel_brown"
"brownmo01","Moses Brown","https://www.basketball-reference.com/players/b/brownmo01.html","moses_brown"
"brownsh01","Shannon Brown","https://www.basketball-reference.com/players/b/brownsh01.html","shannon_brown"
"brownst02","Sterling Brown","https://www.basketball-reference.com/players/b/brownst02.html","sterling_brown"
"browntr01","Troy Brown Jr.","https://www.basketball-reference.com/players/b/browntr01.html","troy_brown_jr"
"brunsja01","Jalen Brunson","https://www.basketball-reference.com/players/b/brunsja01.html","jalen_brunson"
"brussni01","Nicolás Brussino","https://www.basketball-reference.com/players/b/brussni01.html","nicolas_brussino"
"bryanel01","Elijah Bryant","https://www.basketball-reference.com/players/b/bryanel01.html","elijah_bryant"
"bryanko01","Kobe Bryant","https://www.basketball-reference.com/players/b/bryanko01.html","kobe_bryant"
"bryanth01","Thomas Bryant","https://www.basketball-reference.com/players/b/bryanth01.html","thomas_bryant"
"buchash01","Shaq Buchanan","https://www.basketball-reference.com/players/b/buchash01.html","shaq_buchanan"
"budinch01","Chase Budinger","https://www.basketball-reference.com/players/b/budinch01.html","chase_budinger"
"bullore01","Reggie Bullock","https://www.basketball-reference.com/players/b/bullore01.html","reggie_bullock"
"burketr01","Trey Burke","https://www.basketball-reference.com/players/b/burketr01.html","trey_burke"
"burksal01","Alec Burks","https://www.basketball-reference.com/players/b/burksal01.html","alec_burks"
"burtode02","Deonte Burton","https://www.basketball-reference.com/players/b/burtode02.html","deonte_burton"
"butleca01","Caron Butler","https://www.basketball-reference.com/players/b/butleca01.html","caron_butler"
"butleja02","Jared Butler","https://www.basketball-reference.com/players/b/butleja02.html","jared_butler"
"butleji01","Jimmy Butler","https://www.basketball-reference.com/players/b/butleji01.html","jimmy_butler"
"butlejo01","John Butler","https://www.basketball-reference.com/players/b/butlejo01.html","john_butler"
"butlera01","Rasual Butler","https://www.basketball-reference.com/players/b/butlera01.html","rasual_butler"
"buyckdw01","Dwight Buycks","https://www.basketball-reference.com/players/b/buyckdw01.html","dwight_buycks"
"bynuman01","Andrew Bynum","https://www.basketball-reference.com/players/b/bynuman01.html","andrew_bynum"
"bynumwi01","Will Bynum","https://www.basketball-reference.com/players/b/bynumwi01.html","will_bynum"
"cabocbr01","Bruno Caboclo","https://www.basketball-reference.com/players/c/cabocbr01.html","bruno_caboclo"
"cacokde01","Devontae Cacok","https://www.basketball-reference.com/players/c/cacokde01.html","devontae_cacok"
"cainja01","Jamal Cain","https://www.basketball-reference.com/players/c/cainja01.html","jamal_cain"
"calatni01","Nick Calathes","https://www.basketball-reference.com/players/c/calatni01.html","nick_calathes"
"caldejo01","José Calderón","https://www.basketball-reference.com/players/c/caldejo01.html","jose_calderon"
"caldwke01","Kentavious Caldwell-Pope","https://www.basketball-reference.com/players/c/caldwke01.html","kentavious_caldwell_pope"
"cambyma01","Marcus Camby","https://www.basketball-reference.com/players/c/cambyma01.html","marcus_camby"
"campafa01","Facundo Campazzo","https://www.basketball-reference.com/players/c/campafa01.html","facundo_campazzo"
"canaais01","Isaiah Canaan","https://www.basketball-reference.com/players/c/canaais01.html","isaiah_canaan"
"cancavl01","Vlatko Čančar","https://www.basketball-reference.com/players/c/cancavl01.html","vlatko_cancar"
"cannade01","Devin Cannady","https://www.basketball-reference.com/players/c/cannade01.html","devin_cannady"
"capelca01","Clint Capela","https://www.basketball-reference.com/players/c/capelca01.html","clint_capela"
"careyve01","Vernon Carey Jr.","https://www.basketball-reference.com/players/c/careyve01.html","vernon_carey_jr"
"carrode01","DeMarre Carroll","https://www.basketball-reference.com/players/c/carrode01.html","demarre_carroll"
"carroma01","Matt Carroll","https://www.basketball-reference.com/players/c/carroma01.html","matt_carroll"
"carteje01","Jevon Carter","https://www.basketball-reference.com/players/c/carteje01.html","jevon_carter"
"cartemi01","Michael Carter-Williams","https://www.basketball-reference.com/players/c/cartemi01.html","michael_carter_williams"
"cartevi01","Vince Carter","https://www.basketball-reference.com/players/c/cartevi01.html","vince_carter"
"cartewe01","Wendell Carter Jr.","https://www.basketball-reference.com/players/c/cartewe01.html","wendell_carter_jr"
"carusal01","Alex Caruso","https://www.basketball-reference.com/players/c/carusal01.html","alex_caruso"
"casspom01","Omri Casspi","https://www.basketball-reference.com/players/c/casspom01.html","omri_casspi"
"caulewi01","Willie Cauley-Stein","https://www.basketball-reference.com/players/c/caulewi01.html","willie_cauley_stein"
"caupatr01","Troy Caupain","https://www.basketball-reference.com/players/c/caupatr01.html","troy_caupain"
"cavanty01","Tyler Cavanaugh","https://www.basketball-reference.com/players/c/cavanty01.html","tyler_cavanaugh"
"caverah01","Ahmad Caver","https://www.basketball-reference.com/players/c/caverah01.html","ahmad_caver"
"chalmma01","Mario Chalmers","https://www.basketball-reference.com/players/c/chalmma01.html","mario_chalmers"
"champju01","Justin Champagnie","https://www.basketball-reference.com/players/c/champju01.html","justin_champagnie"
"champju02","Julian Champagnie","https://www.basketball-reference.com/players/c/champju02.html","julian_champagnie"
"chandke01","Kennedy Chandler","https://www.basketball-reference.com/players/c/chandke01.html","kennedy_chandler"
"chandty01","Tyson Chandler","https://www.basketball-reference.com/players/c/chandty01.html","tyson_chandler"
"chandwi01","Wilson Chandler","https://www.basketball-reference.com/players/c/chandwi01.html","wilson_chandler"
"chealjo01","Joe Chealey","https://www.basketball-reference.com/players/c/chealjo01.html","joe_chealey"
"cheatzy01","Zylan Cheatham","https://www.basketball-reference.com/players/c/cheatzy01.html","zylan_cheatham"
"cherrwi01","Will Cherry","https://www.basketball-reference.com/players/c/cherrwi01.html","will_cherry"
"childjo01","Josh Childress","https://www.basketball-reference.com/players/c/childjo01.html","josh_childress"
"chiozch01","Chris Chiozza","https://www.basketball-reference.com/players/c/chiozch01.html","chris_chiozza"
"chrisdi01","Dionte Christmas","https://www.basketball-reference.com/players/c/chrisdi01.html","dionte_christmas"
"chrisjo01","Josh Christopher","https://www.basketball-reference.com/players/c/chrisjo01.html","josh_christopher"
"chrisma01","Marquese Chriss","https://www.basketball-reference.com/players/c/chrisma01.html","marquese_chriss"
"chrisma02","Max Christie","https://www.basketball-reference.com/players/c/chrisma02.html","max_christie"
"chrispa01","Patrick Christopher","https://www.basketball-reference.com/players/c/chrispa01.html","patrick_christopher"
"chrisra01","Rakeem Christmas","https://www.basketball-reference.com/players/c/chrisra01.html","rakeem_christmas"
"chrisse01","Semaj Christon","https://www.basketball-reference.com/players/c/chrisse01.html","semaj_christon"
"clarkbr01","Brandon Clarke","https://www.basketball-reference.com/players/c/clarkbr01.html","brandon_clarke"
"clarkco01","Coty Clarke","https://www.basketball-reference.com/players/c/clarkco01.html","coty_clarke"
"clarkea01","Earl Clark","https://www.basketball-reference.com/players/c/clarkea01.html","earl_clark"
"clarkga01","Gary Clark","https://www.basketball-reference.com/players/c/clarkga01.html","gary_clark"
"clarkia01","Ian Clark","https://www.basketball-reference.com/players/c/clarkia01.html","ian_clark"
"clarkjo01","Jordan Clarkson","https://www.basketball-reference.com/players/c/clarkjo01.html","jordan_clarkson"
"clavegi01","Gian Clavell","https://www.basketball-reference.com/players/c/clavegi01.html","gian_clavell"
"clavevi01","Victor Claver","https://www.basketball-reference.com/players/c/clavevi01.html","victor_claver"
"claxtni01","Nic Claxton","https://www.basketball-reference.com/players/c/claxtni01.html","nic_claxton"
"clemoch01","Chris Clemons","https://www.basketball-reference.com/players/c/clemoch01.html","chris_clemons"
"clevean01","Antonius Cleveland","https://www.basketball-reference.com/players/c/clevean01.html","antonius_cleveland"
"coffeam01","Amir Coffey","https://www.basketball-reference.com/players/c/coffeam01.html","amir_coffey"
"coleno01","Norris Cole","https://www.basketball-reference.com/players/c/coleno01.html","norris_cole"
"collida01","Darren Collison","https://www.basketball-reference.com/players/c/collida01.html","darren_collison"
"collija04","Jason Collins","https://www.basketball-reference.com/players/c/collija04.html","jason_collins"
"collijo01","John Collins","https://www.basketball-reference.com/players/c/collijo01.html","john_collins"
"colliky01","Kyle Collinsworth","https://www.basketball-reference.com/players/c/colliky01.html","kyle_collinsworth"
"collini01","Nick Collison","https://www.basketball-reference.com/players/c/collini01.html","nick_collison"
"colliza01","Zach Collins","https://www.basketball-reference.com/players/c/colliza01.html","zach_collins"
"colsobo01","Bonzie Colson","https://www.basketball-reference.com/players/c/colsobo01.html","bonzie_colson"
"comanch01","Chance Comanche","https://www.basketball-reference.com/players/c/comanch01.html","chance_comanche"
"conlemi01","Mike Conley","https://www.basketball-reference.com/players/c/conlemi01.html","mike_conley"
"connapa01","Pat Connaughton","https://www.basketball-reference.com/players/c/connapa01.html","pat_connaughton"
"conrowi01","Will Conroy","https://www.basketball-reference.com/players/c/conrowi01.html","will_conroy"
"cookda02","Daequan Cook","https://www.basketball-reference.com/players/c/cookda02.html","daequan_cook"
"cookech01","Charles Cooke","https://www.basketball-reference.com/players/c/cookech01.html","charles_cooke"
"cookqu01","Quinn Cook","https://www.basketball-reference.com/players/c/cookqu01.html","quinn_cook"
"cooksxa01","Xavier Cooks","https://www.basketball-reference.com/players/c/cooksxa01.html","xavier_cooks"
"cookty01","Tyler Cook","https://www.basketball-reference.com/players/c/cookty01.html","tyler_cook"
"cooleja01","Jack Cooley","https://www.basketball-reference.com/players/c/cooleja01.html","jack_cooley"
"coopesh01","Sharife Cooper","https://www.basketball-reference.com/players/c/coopesh01.html","sharife_cooper"
"copelch01","Chris Copeland","https://www.basketball-reference.com/players/c/copelch01.html","chris_copeland"
"cornepe01","Petr Cornelie","https://www.basketball-reference.com/players/c/cornepe01.html","petr_cornelie"
"costema01","Matt Costello","https://www.basketball-reference.com/players/c/costema01.html","matt_costello"
